name,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,Labels.Skew.StandardDeviation,Labels.Mean.Skew,Labels.Kurtosis.Skew,Labels.Skew.Mean,Labels.Skew.Skew,Features.MutualInformation.Skew,Features.Skew.NonAggregated,Features.Entropy.Skew,Features.Kurtosis.Skew,FeaturesLabels.SpearmanCorrelation.Skew,Features.Skew.StandardDeviation,FeaturesLabels.PearsonCorrelation.Skew,Features.Skew.Skew,Features.PearsonCorrelation.Skew,Features.Skew.Mean,Labels.Skew.NonAggregated,Features.Mean.Skew,Features.SpearmanCorrelation.Skew,Features.MutualInformation.StandardDeviation,Features.Mean.NonAggregated,Features.Kurtosis.NonAggregated,FeaturesLabels.SpearmanCorrelation.NonAggregated,FeaturesLabels.MutualInformation.StandardDeviation,FeaturesLabels.MutualInformation.Mean,Features.Entropy.Mean,Features.Entropy.StandardDeviation,Features.MutualInformation.Mean,Features.Entropy.NonAggregated,Features.MutualInformation.NonAggregated,Labels.Entropy.NonAggregated,FeaturesLabels.MutualInformation.NonAggregated,Features.PearsonCorrelation.Mean,Features.PearsonCorrelation.StandardDeviation,FeaturesLabels.PearsonCorrelation.Mean,FeaturesLabels.PearsonCorrelation.StandardDeviation,Features.SpearmanCorrelation.Mean,Features.SpearmanCorrelation.StandardDeviation,FeaturesLabels.SpearmanCorrelation.Mean,FeaturesLabels.SpearmanCorrelation.StandardDeviation,Features.SpearmanCorrelation.NonAggregated,Features.Kurtosis.Mean,Features.Kurtosis.StandardDeviation,Labels.Kurtosis.NonAggregated,Features.Mean.Mean,Features.Mean.StandardDeviation,Labels.Mean.NonAggregated,Labels.Mean.StandardDeviation,Labels.Kurtosis.StandardDeviation,Labels.SpearmanCorrelation.NonAggregated,Labels.Mean.Mean,Labels.Kurtosis.Mean,instances,dimensionality,instances_with_missing_val,ratio_of_discrete_features,ratio_of_numeric_features,nonzero_vals_cnt,missing values,non-zero values,attributes total,attributes categorical,attributes numerical,label
analcatdata_michiganacc,0.745473851,0.967369548,0.981011602,0.219698799,0.892110677,0.423318591,0.913282295,0.870542404,0.309794315,0.947372323,0.979377939,0.841639343,0.992066632,0.952736682,0.749782785,0.713577386,0.627110673,0.853822469,0.860008527,0.741097804,0.900595676,0.784835525,0.845579088,0.752586779,0.872835451,0.727356135,0.691046419,0.906622088,0.238806627,0.953176406,0.444347135,0.982365943,0.863402779,0.329464917,0.890037534,0.996918579,0.76390765,0.940959504,0.85260046,0.193449733,0.810914256,0.391261133,0.827759976,0.838762219,0.281944052,0.954832851,0.927966397,0.867332849,0.991937316,0.991096232,0.421189199,0.793449452,0.258081706,0.450622876,0.915413664,0.326229337,0.236640302,0.385485254,0.191333398,0.193206697,0.627665761,0.966128083,0.876347798,0.530473805,0.865350131,0.941105605,0.754098968,0.854430922,0.749982624,0.463339195,0.668349462,0.899056127,0.560492643,0.438148414,0.649379324,0.404911614,0.377395297,0.829513598,0.351940707,0.826998374,0.968192297,0.68450562,0.875595714,0.760711919,0.590996814,0.883696685,0.872978878,0.905663481,0.850434053,0.810887203,0.45715689,0.323562665,0.53565802,0.286290173,0.278753281,0.906622926,0.913113687,0.952606009,0.945880074,0.789932164,0.95600923,0.879636172,0.850293769,0.875835498,0.971074964,,,,,,,,,,,0.095493886,,,,0.497574114,0.593067999,,,,,,,,,6.3101762,0.096140781,,,0.746917593,,,,,0.113611112,0.558122057,,,0.221300405,0.778699595,-0.557399189,-0.492188086,0.29454102,-0.197647066,20.05648148,8.832407407,28.88888889,,,,,,108,0.037037037,0,0,1,432,0,,4,0,4,1
analcatdata_ncaa,-0.403236699,0.58979093,0.944987607,-0.847786197,0.212546584,-0.5829817,0.755397957,0.032572493,-0.648644744,0.248413798,0.513064921,-0.11865532,0.975324289,0.935833042,0.154982767,-0.482909153,0.576961783,0.458313083,0.654306528,-0.149557368,0.721708273,0.677407943,0.253413589,0.251548587,0.869367203,-0.382744438,-0.48710212,0.466954149,-0.499499398,0.777263345,0.005351203,0.735288716,0.581031363,-0.059618856,0.006697556,0.955002731,0.347246527,0.633633407,0.449553668,-0.826337536,0.107970909,-0.605493369,0.676889985,-0.063870103,-0.687498927,0.339815045,0.389826637,-0.197597818,0.924989481,0.998837379,-0.101166567,0.56371586,-0.651146901,0.104388581,0.67323769,-0.096385584,-0.41493233,0.274803969,-0.882197878,-0.819189878,0.375698729,0.553195847,0.747395638,0.387421068,-0.211780667,0.750978001,0.408580324,0.275471828,0.087379574,-0.318217843,0.485433801,0.879801616,-0.152950248,0.117999612,0.441877638,-0.5311219,-0.605110363,0.290937121,-0.292715885,-0.079645963,0.621028919,0.000707813,0.787625735,0.659687104,0.486793246,0.143048691,0.658043914,0.759523616,0.066682957,-0.077393477,-0.260597932,0.024505974,0.379312595,-0.595046943,-0.692964364,0.075317271,0.523241097,0.200844911,0.352935722,0.455988144,0.554409164,0.373282272,-0.099170715,-0.200659787,0.914169429,,,,,,,,,,,1.530693794,,,,0.326019581,2.794590794,,,,,,,,,,,,,,,,0.200189275,0.326072569,0.295611014,0.384642448,-0.045661184,0.148486928,0.045999553,0.336230119,,4.635907244,3.246831147,7.359120017,1.15,2.794340759,4.408333333,,,,,,120,0.166666667,0,0,1,2400,0,,20,0,20,1
analcatdata_neavote,0.416038866,0.669802137,0.99233521,0.409239338,0.540165343,-0.182164027,-0.182164027,0.539966122,0.554280472,0.683630383,0.723526347,0.463127799,0.74462099,0.99233521,0.439657346,0.397572461,0.998181241,0.495744316,-0.01446779,-0.01446779,0.491583859,0.847967193,0.904122751,0.415991749,0.986413411,0.359190645,0.397572461,0.647996637,0.434629892,0.971900335,0.051289113,0.051289113,0.966930693,0.779588543,0.425627616,0.9895973,0.474169301,0.941775901,0.647996637,0.391234304,0.519800091,-0.180767778,-0.180767778,0.523958717,0.539585639,0.663153402,0.701309062,0.44100235,0.755954667,1,0.491280645,-0.014460112,-0.014460112,0.483415975,0.848038043,0.898143895,0.412742005,0.978805856,0.355954354,0.391234304,0.051283581,0.051283581,0.990986271,0.809979468,0.398528373,0.953793885,0.528853151,0.892076547,0.519800091,1,0.051283581,-0.014460674,-0.014460112,0.051289113,-0.014460112,0.055668519,-0.180767778,0.051283581,-0.014460674,-0.014460112,0.051289113,-0.014460112,0.055668519,-0.180767778,0.820336666,0.395605596,0.948824242,0.520536652,0.896650382,0.523958717,0.75164494,0.767133146,0.829650957,0.720315874,0.539585639,0.441513986,0.91367074,0.408805616,0.663153402,0.450318565,0.953813609,0.701309062,0.386823988,0.44100235,0.755954667,,,,,,,,,,,2.097405196,,,,-1.989185722,0.108219474,,,,,,,,,,,,5.51203566,,,,,,0.31531443,0.399833105,,,0.578881668,0.421118332,0.157763336,7.779091596,9.642999134,-1.863907537,7.74,2.18,5.56,,,,,,100,0.03,0,0,1,300,0,,3,0,3,1
analcatdata_negotiation,0.22609183,0.967281498,0.977787411,-0.852152334,0.865801107,-0.174128985,0.91800459,0.498855923,-0.490586779,0.755445232,0.958199119,0.46062369,0.99267568,0.945095401,0.315324154,0.152966938,-0.358724522,0.527104659,0.739700375,0.323000651,0.791726043,0.486943807,0.543702975,0.328560984,0.898549645,0.198663787,0.112245964,0.903104274,-0.813300359,0.946662041,-0.080554613,0.947740226,0.603907028,-0.353882939,0.697954357,0.998392289,0.496689458,0.962891951,0.847677772,-0.852133822,0.772159784,-0.244655573,0.86881858,0.402282858,-0.579774476,0.787806898,0.889569431,0.414186439,0.972441679,0.990283005,-0.778938259,0.126587189,-0.821587459,-0.473340644,0.450493868,-0.811967757,-0.804079258,-0.524469577,-0.842069925,-0.833606875,0.099856761,0.898434468,0.710771916,-0.132687774,0.715528914,0.953298917,0.623213273,0.857199342,0.704231446,-0.108292823,0.579886005,0.682569642,0.064812017,-0.063271214,0.603922651,-0.196252653,-0.270392862,0.624813019,-0.369574771,0.707301166,0.940944786,0.452714352,0.920308881,0.821520279,0.220966406,0.51036798,0.610110189,0.769432197,0.494693847,0.338219825,-0.278909458,-0.331503089,0.162185551,-0.501158206,-0.623526603,0.688724183,0.69372256,0.737569287,0.799300227,0.503685357,0.95349644,0.832219271,0.41646182,0.388782788,0.940082884,,,,,,,,,,,0.31716917,,,,-0.486321409,-1.075305643,,,,,,,,,,,,5.614709844,,,,0.215395949,0.207844254,0.288187149,0.337901801,0.329546388,0.218303352,0.542160026,0.315250716,,-0.037093563,0.459353656,0.831984188,47.21041567,21.39479696,5.934782609,,,,,,92,0.065217391,17,0,1,526,26,,6,0,6,1
analcatdata_olympic2000,0.376081253,0.872279964,0.914051721,0.130257246,0.754722499,0.049708217,0.675553326,0.337008947,0.151507582,0.529608897,0.871138835,0.59393554,0.953200824,0.833665805,0.41313289,0.288263014,0.592286521,0.65327574,0.718390575,0.380712722,0.329902982,0.86191962,0.720509451,0.419334896,0.784299861,0.305606305,0.256951802,0.616944184,0.162701344,0.931451222,0.108491227,0.876555442,0.304821404,0.140795594,0.306295972,0.997684782,0.390762848,0.860855256,0.488293885,0.090779338,0.490288668,-0.014846246,0.400399554,0.257953398,0.156695418,0.638946863,0.617624189,0.635093347,0.866904249,0.979568857,0.334580615,0.396612317,0.11841233,-0.099140998,0.628375277,0.425398378,0.174260113,0.416969346,0.038845705,0.098337591,0.297325098,0.866564962,0.276055458,0.418826958,0.444129591,0.930663926,0.466633407,0.742848305,0.369107963,0.107484596,0.418716773,0.653963653,0.407471751,0.119173576,0.530961816,-0.006308078,-0.025821457,0.281964791,0.18706693,0.148591608,0.86435136,0.238369486,0.647012247,0.276182594,0.120717276,0.151615732,0.301186822,0.475867296,0.274030502,0.203761901,0.711392052,0.149414277,0.592609963,0.067902651,0.167807536,0.317801303,0.726195109,0.499501108,0.672813083,0.396757134,0.859111364,0.490311315,0.470609366,0.633079886,0.780231294,,,,,,,,,,,1.719551068,,,,2.064933906,4.857315615,,,,,,,,,,,,,,,,0.315099374,0.344512873,0.284710858,0.305541309,0.643877862,0.1795636,0.646085394,0.173626432,,7.397377218,8.670351872,24.82341664,41668.17455,118786.1251,430533.7576,,,,,,66,0.181818182,0,0,1,792,0,,12,0,12,1
analcatdata_runshoes,-0.717454281,0.946513438,0.97994216,-0.883900238,0.608616147,-0.580105866,0.859842672,0.313714068,-0.871509113,-0.484412442,0.942374947,-0.079455714,0.988285046,0.926501349,-0.539412613,-0.800766993,0.77118566,-0.033797007,0.820505365,-0.40813088,0.299439362,0.884462313,0.233901892,-0.52804443,0.626894093,-0.684728286,-0.855809283,0.882466511,-0.849887613,0.74259874,-0.452465954,0.948805785,0.526306048,-0.761271984,-0.634343063,0.996099487,0.12106147,0.958019864,0.784146505,-0.864003603,0.498267794,-0.626363605,0.779767497,0.163144951,-0.887143487,-0.374385152,0.874993396,-0.217617815,0.961522196,0.977428703,-0.535360614,0.598101433,-0.778352305,-0.237614861,0.940292982,0.59269934,-0.839351111,0.137604612,-0.888744927,-0.801774287,-0.064652608,0.76581284,0.735647989,-0.376703907,-0.469538315,0.741816067,0.591464382,0.642630494,0.348410128,-0.359349387,0.241911813,0.665608969,0.124357127,-0.43811891,0.596824306,-0.56517313,-0.661457507,0.623996627,-0.652036513,-0.686793368,0.939395165,0.197141011,0.885389002,0.660751139,-0.048231639,-0.482680205,0.543577133,0.761806547,0.340499233,0.00579097,0.494281899,-0.75767151,0.292026389,-0.84149292,-0.869189275,-0.637325154,-0.141912795,-0.507813533,-0.245937835,0.136148497,0.946323277,0.779089599,-0.046299479,-0.357523434,0.894350649,,,,,,,,,,,1.302601743,,,,0.617541856,1.315872053,,,,,,,,,,,,5.490495144,,,,0.211715512,0.285113386,0.24744759,0.30742817,0.09223592,0.233546526,0.240920223,0.34975242,,0.79546742,3.332524141,2.220613635,11.97377536,17.83269613,2.45,,,,,,60,0.183333333,14,0,1,646,14,,11,0,11,1
analcatdata_seropositive,0.857802452,0.95721707,0.980485127,0.602976825,0.946013872,0.620217546,0.894989322,0.860135236,0.634311421,0.944501524,0.970779315,0.893094938,0.991647991,0.952053264,0.820076346,0.825318606,0.809577068,0.909214379,0.892822984,0.7543334,0.934276456,0.908066162,0.914225995,0.832987093,0.975033763,0.843282212,0.787941123,0.892944509,0.530773696,0.969814886,0.58162106,0.971700577,0.84606624,0.603710541,0.85830125,0.993137253,0.82770473,0.930784999,0.838075369,0.589904571,0.884650259,0.599813808,0.807607798,0.824049961,0.606142071,0.955636466,0.920126765,0.884430173,0.988448418,0.990953019,0.644512231,0.860395838,0.451902858,0.727262989,0.876272384,0.691080902,0.553737463,0.766168,0.588601816,0.572566103,0.718756376,0.939696494,0.898241538,0.741077691,0.908574781,0.964829657,0.890298754,0.917970822,0.832249788,0.51564296,0.780984226,0.953440387,0.737855126,0.596115809,0.828473962,0.610287723,0.573654087,0.800426858,0.538328699,0.780817756,0.947881664,0.741870786,0.860619324,0.743243652,0.812764698,0.879303551,0.850008417,0.932016487,0.840592796,0.782114997,0.74500227,0.617090331,0.837471769,0.619820546,0.574087866,0.879018508,0.940779565,0.951027727,0.940283261,0.850918829,0.948386348,0.872768754,0.88971058,0.856899645,0.965098603,,,,,,,,,,,0.707398553,,,,0.998774556,1.547720986,,,,,,,,,,,,6.377727453,,,,-0.031080721,0.452316152,0.245079042,0.490128977,-0.091382417,0.645153881,0.487915062,0.581679824,,0.785340705,1.407610006,1.888952543,75.04040404,39.6860153,84.21969697,,,,,,132,0.03030303,0,0,1,528,0,,4,0,4,1
analcatdata_vehicle,0.59889467,0.963013259,0.966898218,0.516780156,0.828554547,0.668700944,0.835975759,0.750416547,0.535899837,0.754585988,0.941350864,0.786919014,0.985585867,0.860700046,0.675856028,0.477410604,0.820863585,0.793060355,0.87468661,0.774337858,0.898614952,0.973092797,0.76336196,0.680927313,0.885296364,0.535047989,0.289522856,0.875836269,0.567753356,0.911822855,0.708849718,0.867034465,0.828195273,0.623007084,0.739468502,0.986144646,0.805040127,0.946487241,0.718032777,0.412438789,0.696479246,0.563791271,0.739630592,0.621722668,0.396812927,0.709687399,0.851608343,0.706234635,0.96332414,0.945038737,0.657676189,0.826030316,0.694173249,0.705056583,0.891231381,0.773184614,0.579644444,0.661541535,0.444622438,0.271926293,0.770147549,0.868010752,0.85035192,0.754085668,0.783883546,0.901910952,0.810843138,0.8135812,0.493296077,0.782309977,0.814692227,0.873511935,0.71085203,0.716508335,0.804571033,0.61418229,0.390706224,0.857233129,0.744084899,0.796082469,0.838336255,0.795445988,0.79444658,0.578657145,0.858491937,0.714951277,0.827826408,0.893836198,0.685490535,0.431924137,0.743966081,0.624459889,0.802934642,0.468927495,0.206535088,0.746195362,0.785639412,0.706676923,0.620204604,0.808229364,0.916033479,0.68844157,0.740031274,0.570179261,0.854489667,,,,,,,0.904871338,,,,,,,,,0.904871338,,,0,347.0625,-0.016140589,1,,,4.726035725,0.244345992,0,,,,,,,,,,,,,,,,-0.016140589,,,347.0625,,,,,,48,0.104166667,0,0,1,240,0,,5,0,5,1
analcatdata_vineyard,0.81748348,0.979714916,0.993716289,0.487088084,0.965027955,0.611434598,0.944831714,0.816495978,0.652178819,0.930419365,0.982562948,0.864913316,0.995022982,0.984135771,0.832237584,0.794587443,0.693534611,0.873812639,0.893934348,0.795951678,0.912935739,0.932474303,0.899488184,0.833155203,0.98561901,0.827772649,0.78385145,0.957070876,0.520266082,0.990133423,0.628787127,0.975142494,0.860745365,0.677721327,0.892908448,0.998540365,0.870113781,0.981022373,0.939590517,0.456633265,0.939942295,0.592728994,0.918753318,0.778295556,0.625244509,0.937157717,0.960935254,0.84432583,0.987173285,0.996619512,0.54004635,0.732783935,0.502424164,0.675277152,0.812729667,0.502038675,0.514803096,0.648943983,0.502989606,0.434071914,0.676390718,0.969365524,0.888941007,0.724093123,0.898123882,0.987943484,0.900150857,0.969496622,0.921826001,0.605563698,0.772605005,0.930702806,0.747501634,0.632364921,0.861260033,0.612199249,0.591115644,0.844467282,0.647557246,0.845284356,0.971162541,0.829596111,0.942916238,0.90069855,0.842162653,0.825043291,0.855220885,0.904864586,0.834809853,0.758552907,0.763947987,0.678117426,0.886827977,0.663852788,0.612086822,0.897728317,0.921322026,0.927159502,0.943071802,0.87298884,0.981254145,0.944318497,0.870796483,0.833285418,0.97564561,,,,,,,,,,,0.272170271,,,,0.157137579,0.628550317,,,,,,,,,,,,,,,,0.258945563,0.432287252,0.138765664,0.335149777,0.157307941,0.379783054,0.23665655,0.44592876,,-0.927994138,0.497315719,-0.066802937,507.3999733,854.2810027,9.099893162,,,,,,468,0.008547009,0,0,1,1872,0,,4,0,4,1
analcatdata_wildcat,0.091854226,0.516495161,0.933291896,-0.145288737,0.447515459,-0.232567317,0.381149346,0.197940007,0.017025822,0.601928577,0.586828807,0.318631757,0.831711006,0.896418641,0.678102121,-0.11218474,0.721224937,0.795229186,0.859893797,0.691703885,0.846167669,0.882324315,0.279682318,0.639292,0.846554674,0.393257586,-0.169053004,0.247601008,0.432998518,0.972937508,0.451600564,0.978130808,0.867273479,0.567948894,0.236266272,0.991607368,0.63709678,0.834019731,0.163487074,-0.269263151,0.176444205,-0.383212434,0.095441225,-0.054388339,-0.167092615,0.604815047,0.328533664,0.17508038,0.650691365,0.986931597,0.499874768,0.745976401,0.487553704,0.670717356,0.624595038,-0.066296778,0.380290634,0.625850507,0.110087247,-0.288586456,0.585428536,0.961205331,0.915325532,0.695302163,0.253758324,0.95879249,0.709222465,0.769442805,0.093197175,0.497177032,0.741721413,0.818450536,0.023758754,0.399251872,0.65104256,0.084382155,-0.412820253,0.891605548,0.579171425,0.11847354,0.951927709,0.607613663,0.74125654,0.005958422,0.72940584,0.093880065,0.835900012,0.722070441,0.55262746,-0.133705414,0.354213515,0.537440676,0.576895617,0.35830422,-0.203888729,0.283962591,0.316929961,0.591964314,0.607835717,0.618620131,0.872822558,0.247422021,0.464255038,0.119365318,0.593721648,,,,,,,,,,,1.338199401,,,,0.799606859,2.026720204,,,,,,,,,,,,,,,,0.211537107,0.257194142,0.20664947,0.301068222,0.519516635,0.238735928,0.530675724,0.274374498,,1.864051028,4.417066681,4.16950197,41.63846224,83.1897495,2.509202454,,,,,,163,0.036809816,0,0,1,978,0,,6,0,6,0
arsenic_female_bladder,-0.340749587,0.343887435,0.925383561,-0.598370572,0.32616035,-0.511417295,0.245352424,-0.221120034,-0.256193889,0.256643868,0.347842437,-0.255332098,0.368517565,0.900105589,0.528314451,-0.521613364,0.117948461,0.599363135,0.653538058,0.587527953,0.816864822,0.756026061,-0.294214412,0.535682611,0.851715258,0.449468483,-0.554750794,0.121607832,-0.504725535,0.98335403,0.00215616,0.965322091,0.709199579,0.505929421,-0.237461491,0.995814678,0.579724661,0.97390908,0.084788589,-0.438363955,0.10240285,-0.506073054,0.006079826,-0.364348784,-0.485382399,0.268183423,0.127509023,-0.384878312,0.14028642,0.991706523,-0.510654151,0.460765747,-0.488718844,0.041138073,-0.060786363,-0.192008476,-0.500490937,0.0965288,-0.524946858,-0.410093753,0.086283571,0.964006608,0.730860356,0.559889615,-0.18999115,0.984602713,0.611617078,0.946280752,0.061361868,0.076073599,0.480121624,0.487040534,-0.062285959,0.018064115,0.501782535,-0.103207676,-0.522412625,0.765444615,0.556092166,-0.233026927,0.963692616,0.645285789,0.936181368,-0.030178284,0.514296447,-0.5067664,0.714129768,0.912328239,0.6368656,-0.393569069,0.13428786,0.505404476,0.426959033,0.474915736,-0.507377456,-0.242263127,-0.54993016,-0.177261359,0.276675245,0.586533797,0.962564611,0.087399597,0.495825142,-0.410928136,0.107197138,,,,,,,,,,,4.709820889,,,,3.989697572,9.856939545,,,,,,,,,,,,,,,,0.136224492,0.37570586,0.115593238,0.321941986,0.01201365,0.407408544,0.227773666,0.405426824,,40.79088204,51.39348268,101.5883187,4763.14186,9333.093186,0.864042934,,,,,,559,0.008944544,0,0,1,2795,0,,5,0,5,1
auto_price,0.658160472,0.960935852,0.959151677,0.326514989,0.907084248,0.290425745,0.827512385,0.530487531,0.497561139,0.817795615,0.954648684,0.701004728,0.973121919,0.911306204,0.710890084,0.55128516,0.643401314,0.844463261,0.728325948,0.597013222,0.802003456,0.909862729,0.814758008,0.710694648,0.95204911,0.609300701,0.497545876,0.855348943,0.338767459,0.960084672,0.381516515,0.859564622,0.641586578,0.556193202,0.73899993,0.998423017,0.745610186,0.914360886,0.784290229,0.27591415,0.791292807,0.178364691,0.737255979,0.389286211,0.392622651,0.839574265,0.845184294,0.599593484,0.970508936,0.985709703,0.454520418,0.401059425,0.213436716,0.470385861,0.731578369,0.553028666,0.336924803,0.547260981,0.312877077,0.241068446,0.540740204,0.863145331,0.756580412,0.714293248,0.804283386,0.960362593,0.8279393,0.845290509,0.726329328,0.403257095,0.799023776,0.690616002,0.469181233,0.388457107,0.651335156,0.226942324,0.133828179,0.713500985,0.489218043,0.638313087,0.856091676,0.547067922,0.74670488,0.702801407,0.734990061,0.562482101,0.645845785,0.726438588,0.456792574,0.335766562,0.715459838,0.554408859,0.793453612,0.453260264,0.33787064,0.728804087,0.782952567,0.826940233,0.833509732,0.74488198,0.903810588,0.773836206,0.669262484,0.540290081,0.931976342,,,,,,,,,,,0.320473543,,,,0.564866614,0.455341926,,,,,,,,,,,,,,,,-0.024520744,0.44917886,-0.039172526,0.521466713,-0.058518408,0.641794637,-0.101660053,0.764664575,,-0.546095273,0.675341446,-0.519424541,423.8050303,964.4602955,23.51457286,,,,,,398,0.020100503,6,0,1,3178,6,,8,0,8,1
auto93,-0.063786115,0.91393384,0.97419564,-0.800911228,0.63252133,-0.211071883,0.888562993,0.329263927,-0.481490993,0.761196084,0.91164078,0.267630762,0.994649987,0.944942793,0.137034254,-0.135995,0.324829674,0.397482859,0.864107307,0.072325177,0.650735334,0.797559443,0.088273331,0.145024601,0.82775213,-0.062704554,-0.154055675,0.837283568,-0.701584412,0.832715608,-0.069844733,0.937672012,0.348657758,-0.266322763,0.634097001,0.998432206,0.393299666,0.920100281,0.787408516,-0.78256095,0.530230072,-0.251261655,0.822354685,0.267739092,-0.541399502,0.800615547,0.832931759,0.189049479,0.973235992,0.992395973,-0.436217173,0.449147828,-0.721120196,-0.111559455,0.761759925,-0.616053173,-0.699974714,-0.001813387,-0.790369541,-0.757497381,0.232972813,0.837850547,0.258130706,0.117349998,0.483986562,0.831564498,0.391135354,0.632612072,0.476834158,-0.080735586,0.506937897,0.775740368,0.043688724,-0.059251071,0.661804337,-0.216427885,-0.24852071,0.324016952,-0.275695853,0.645721453,0.933351284,0.258109319,0.884964823,0.779098656,0.303344038,0.240321363,0.356591444,0.779630159,0.330198937,0.238117773,-0.33518766,-0.2630423,0.436043781,-0.47720984,-0.551450349,0.642986671,0.349564715,0.735144312,0.830711989,0.406234873,0.915775024,0.783029296,0.268590832,0.167489073,0.944008959,,,,,,,,,,,0.796119614,,,,0.681154247,1.576546397,,,,,,,,,,,,,,,,0.097666061,0.375066599,0.174130159,0.412979583,0.08926004,0.51834439,0.329682371,0.607032543,,0.986498695,1.563341535,2.481195833,1238.945094,2944.698773,11445.72956,,,,,,159,0.100628931,0,0,1,2544,0,,16,0,16,1
autoHorse,0.360242716,0.877123872,0.884037265,0.122163335,0.776668915,0.095641979,0.824481727,0.513008484,0.073952913,0.689990563,0.887049849,0.544467326,0.942011943,0.668935636,0.675533796,-0.010452749,0.869426307,0.830130151,0.890886918,0.735094695,0.914768173,0.905414183,0.671234261,0.645770159,0.909339177,0.488774079,-0.31905347,0.600303487,0.477929764,0.950066524,0.438279388,0.981879131,0.78549698,0.470085183,0.703244946,0.995791195,0.770968031,0.919459252,0.284175753,-0.212507717,0.465132042,-0.245694644,0.521143509,0.142179909,-0.280688673,0.524989487,0.620055856,0.168245406,0.772633305,0.909824725,0.628570177,0.806698433,0.539263719,0.760954769,0.878154864,0.508162953,0.448606506,0.716624803,0.283195579,-0.458845797,0.624195304,0.958085568,0.884367636,0.658976365,0.746029929,0.942437173,0.85379764,0.822363292,0.143760842,0.503863894,0.814849132,0.881229996,0.42868022,0.415501623,0.764848774,0.209249639,-0.497173648,0.841519167,0.544986923,0.70903661,0.967741024,0.807472503,0.881728638,0.189773934,0.775519507,0.59470294,0.765946484,0.908496905,0.588968251,-0.171276718,0.4372616,0.439976747,0.706419577,0.215768758,-0.54196043,0.678034981,0.696484589,0.803479966,0.292776478,0.749125908,0.915373728,0.314332421,0.645167127,-0.157257979,0.509927037,,,,,,,,,,,0.59103106,,,,0.332590433,1.508243104,,,,,,,,,6.098344324,0.143705083,,,0.27806153,,,0.075990503,0.402432804,0.166141039,0.376550706,0.107437038,0.566207722,0.295023816,0.542723893,,0.274910693,1.398336686,3.183685705,541.4307319,1321.713357,19.50967742,,,,,,93,0.247311828,11,0,1,2125,14,,23,0,23,1
Automobile,0.720901773,0.949875127,0.968559698,-0.023911796,0.934311586,0.386888169,0.946568971,0.696716848,0.525279349,0.815981542,0.935824505,0.688512772,0.990114132,0.924856465,0.771433657,0.637709229,0.291757284,0.865622998,0.809540882,0.730805902,0.805893527,0.847002213,0.781578964,0.76498977,0.965092658,0.727836905,0.573991146,0.862276375,0.010177061,0.979007453,0.463662829,0.926537877,0.676045526,0.577992077,0.707096098,0.99748922,0.765121726,0.955608228,0.793000151,-0.041720612,0.846477288,0.304117614,0.907288869,0.659543235,0.454315615,0.85386939,0.842274554,0.586675043,0.958015878,0.987185885,0.051619417,0.367373487,-0.041659148,0.255701271,0.284929953,0.120470587,0.020867927,0.347471915,-0.034625026,-0.029268761,0.561936598,0.921554118,0.744868458,0.675751935,0.765028607,0.973459393,0.846888505,0.93849554,0.775479213,0.419906345,0.687869513,0.769445296,0.485856853,0.469603122,0.79622534,0.380606354,0.253756784,0.74957238,0.549625643,0.774706675,0.917966459,0.683331098,0.926412086,0.868101371,0.694835172,0.67150766,0.667487574,0.748666543,0.652941303,0.627955565,0.679724697,0.567412166,0.737336012,0.541568725,0.399764575,0.679407318,0.682382754,0.818984799,0.850366496,0.764272356,0.940756176,0.771440552,0.698897166,0.512230988,0.910396754,,,,,,,,,,,0.934166687,,,,0.80738737,1.380729781,,,0.127789739,,,,,,5.850557124,1.945294534,0.143424137,,,,,0.1091206,0.357516176,0.153810514,0.38270911,0.086424501,0.467834597,0.268519465,0.553075907,,1.652955703,3.357227845,2.529699275,1208.40657,3179.771584,104.2561576,,,,,,203,0.128078818,44,0,1,5225,53,,26,0,26,1
